Votes,VotedBy,Name,Grade,GradeNumeric,InFinland,AreaLevel1,AreaLevel2,AreaLevel3,Crag,ApproximateCoordinates,Coordinates,Latitude,Longitude,Url27crags,UrlVideo,UrlStory,MainProfiles,MainHoldTypes,MainSkillsNeeded,Adjectives,Comments
1,Male,Painajainen,7C,18,Yes,Pirkanmaa,Tampere,Nokia,Killeri,No,"61.505317,23.355541",61.505317,23.355541,https://27crags.com/crags/killerin-kivet-pinsio/routes/painajainen-66031,https://www.youtube.com/watch?v=2qc4Ubtt1DM,,hänkki (overhang),"kahva (jug),krimppi (crimp),pinchi (pinch),slouppi (sloper)","dyno (dyno),keskivartalo (core),mantteli (mantel),psyykkinen vahvuus  (mental strength),sormivoima (finger strength)","pelottavahko,selkeä,ylväs",
1,Male,Pervertti,7C,18,Yes,Uusimaa,,,,Yes,"60.169856,24.938379",60.169856,24.938379,https://27crags.com/crags/rodjan-12569/routes/pervertti-200583,,,"pysty (wall),släbi (slab)",krimppi (crimp),"liikkuvuus (mobility),sormivoima (finger strength),tekniikka (technique),voima (power)","herkkyyttä,tekniikkaa,voimaa","""Lukko ja krimppi test piece"""
1,Male,Red October,7C,18,Yes,Varsinais-Suomi,Turku,Turku,Pirunpesä,No,"60.500301,22.279900",60.500301,22.2799,https://27crags.com/crags/pirunpesa/routes/red-october,https://vimeo.com/253535392#t=6m51s,,hänkki (overhang),"pinchi (pinch),slouppi (sloper)","huukkaus (hook),keskivartalo (core),voima (power)","jatkuva,sloupahtava,turvallinen","""Hienoa herkkää huukkailua ja slouppailua laadukkaalla kivellä"""
1,Male,Savon Partage,7C,18,Yes,Pohjois-Savo,Kuopio,Kuopio,Viitaniemi,No,"62.904301,27.502100",62.904301,27.5021,https://27crags.com/crags/viitaniemi/routes/savon-partage,https://vimeo.com/210473135,,pysty (wall),"krimppi (crimp),slouppi (sloper)","huukkaus (hook),keskivartalo (core),kompressio (compression),psyykkinen vahvuus  (mental strength)","jännittävä,korkea,uljas",
1,Male,Viimeinen Tuuttikuski,7C,18,Yes,Lappi,Rovaniemi,Rovaniemi,Martti Servo,No,"66.384686,25.472145",66.384686,25.472145,https://27crags.com/crags/martti-servo/routes/viimeinen-tuuttikuski,,,kantti (arête),slouppi (sloper),"huukkaus (hook),kompressio (compression),sormivoima (finger strength)","fontsu,herkkä,isoa muuvia",
1,Male,Finger to the bone,7B+,17,Yes,Pirkanmaa,Tampere,Nokia,Halikallio,No,"61.494922,23.503940",61.494922,23.50394,https://27crags.com/crags/halikallio/routes/finger-to-the-bone,,,hänkki (overhang),kapea jammi,"psyykkinen vahvuus  (mental strength),sormivoima (finger strength),tekniikka (technique)","jammi,lyhyt,tasapaino","""Riittämätön jo 10 vuotta"""
1,Male,Folkhälsan,7B+,17,Yes,Uusimaa,Loviisa,Loviisa,Lappnor,No,"60.413287,26.111906",60.413287,26.111906,https://27crags.com/crags/lappnor/routes/folkhalsan,https://vimeo.com/73079510,,hänkki (overhang),"pinchi (pinch),reuna/kantti (edge/ledge),slouppi (sloper)","huukkaus (hook),keskivartalo (core),kompressio (compression),voima (power)","korvaamaton,upea,uskomaton",
1,Male,Happy Up Here,7B+,17,Yes,Uusimaa,Porvoo,Porvoo,Nikuby,No,"60.290576,25.536644",60.290576,25.536644,https://27crags.com/crags/nikuby/routes/happy-up-here,https://www.youtube.com/watch?v=cJ7YkA8B0YE,,"hänkki (overhang),pysty (wall)","kahva (jug),krimppi (crimp),slouppi (sloper)","dyno (dyno),psyykkinen vahvuus  (mental strength),sormivoima (finger strength),tasapaino (balance),tekniikka (technique)","monipuolinen,sopivan korkea,upea",
1,Male,Kahvojen ketju,7B+,17,Yes,Varsinais-Suomi,,,,Yes,"60.451813,22.266630",60.451813,22.26663,,,,katto (roof),"jalkajammi,käsijammi,nyrkkijammi,thinhandjammi","jammaustaito,keskivartalo (core),kestävyys (endurance),kompressio (compression),liikkuvuus (mobility),psyykkinen vahvuus  (mental strength),tekniikka (technique),voima (power)","monipuolinen,pitkä,tekninen","""Monipuoliset jammit"""
1,Male,King of Dogs,7B+,17,Yes,Uusimaa,Helsinki,Helsinki,Meilahti,No,"60.186523,24.903791",60.186523,24.903791,https://27crags.com/crags/meilahti/routes/king-of-dogs,,,pysty (wall),krimppi (crimp),"keskivartalo (core),kestävyys (endurance),psyykkinen vahvuus  (mental strength),sormivoima (finger strength)","herkkä,kuumottava,selkeä",
1,Male,Kompressöör stand,7B+,17,Yes,Uusimaa,Helsinki,Sipoo,Uusi Sipoo,No,"60.314634,25.243150",60.314634,25.24315,https://27crags.com/crags/uusi-sipoo/routes/kompressoor-stand,https://vimeo.com/163721285,,"kantti (arête),pysty (wall),släbi (slab)","krimppi (crimp),pinchi (pinch),reuna/kantti (edge/ledge),slouppi (sloper)","kompressio (compression),sormivoima (finger strength),tasapaino (balance),tekniikka (technique)","herkkä,komea,tekninen","""Herkät ja jännittävät muuvit,  riittävän korkea muttei liian pelottava"""
1,Male,Kummitusjuna assis,7B+,17,Yes,Päijät-Häme,Lahti,Heinola,Kylmälampi,No,"61.287319,26.446643",61.287319,26.446643,https://27crags.com/crags/kylmalampi/routes/kummitusjuna-assis,https://www.youtube.com/watch?v=o3CCsczyShA,,"hänkki (overhang),kantti (arête),pysty (wall)","krimppi (crimp),pinchi (pinch),reuna/kantti (edge/ledge)","huukkaus (hook),kompressio (compression),sormivoima (finger strength),voima (power)",pitkä korkea hieno,"""Ympäristö tekee boulderista täydellisen"""
1,Female,Martinin poikkari,7B+,17,Yes,Uusimaa,Helsinki,Helsinki,Koivusaari,No,"60.161499,24.847601",60.161499,24.847601,https://27crags.com/crags/koivusaari-bloc/routes/martinin-poikkari,https://vimeo.com/163728578,,"hänkki (overhang),kantti (arête)","pinchi (pinch),reuna/kantti (edge/ledge),slouppi (sloper)","huukkaus (hook),keskivartalo (core),kestävyys (endurance),liikkuvuus (mobility),psyykkinen vahvuus  (mental strength),tekniikka (technique),voima (power)","asento herkkä,sujuva,ulkokiipeilytyylinen","""Mukavat otteet, ei teräviä. Sijainnista lisäpisteitä. Tyyliltään vaihteleva, erilaisia otteita ja täytyy osata erilaisia kiipeilytekniikoita päästääkseen (ainakin lyhyen täytyy)."""
1,Male,Pimp my ride,7B+,17,Yes,Lappi,Rovaniemi,Rovaniemi,Martti Servo,No,"66.384686,25.472145",66.384686,25.472145,https://27crags.com/crags/martti-servo/routes/pimp-my-ride,https://vimeo.com/79616961,,kantti (arête),slouppi (sloper),"huukkaus (hook),tekniikka (technique)","upea,upeampi,upein","""Sen tietää, kun sen näkee. Sen tuntee, kun siihen koskee."""
1,Male,Sündenfall,7B+,17,No,Graubünden,Hinterrhein District,,Magic Wood,No,"46.563668,9.436988",46.563668,9.436988,https://27crags.com/crags/magic-wood/routes/sundenfall,https://vimeo.com/74047628#t=0m20s,,hänkki (overhang),"gastoni (gaston),kahva (jug),krimppi (crimp),pinchi (pinch),reuna/kantti (edge/ledge)","huukkaus (hook),keskivartalo (core),kestävyys (endurance),psyykkinen vahvuus  (mental strength),sormivoima (finger strength),tekniikka (technique),voima (power)","ilmava,komea,voimakas",
1,Male,Witness the fatness,7B+,17,Yes,Pirkanmaa,Etelä-Pirkanmaa,Valkeakoski,Ritvala,No,"61.197040,24.232664",61.19704,24.232664,https://27crags.com/crags/ritvala/routes/witness-the-fatness,https://vimeo.com/169807102,,"hänkki (overhang),katto (roof)","kahva (jug),krimppi (crimp),slouppi (sloper)","keskivartalo (core),tekniikka (technique),voima (power)","jatkuva,tekninen,voimallinen","""Jatkuvaa, voimallista mutta teknistä kiipeilyä hyvällä kivenlaadulla ja hyvillä otteilla."""
1,Male,Alcoholocaust,7B,16,Yes,Uusimaa,Helsinki,Sipoo,Uusi Sipoo,No,"60.311802,25.249057",60.311802,25.249057,https://27crags.com/crags/uusi-sipoo/routes/alcoholocaust,https://vimeo.com/188887588,,pysty (wall),krimppi (crimp),"liikkuvuus (mobility),sormivoima (finger strength),tasapaino (balance),tekniikka (technique)","krimppi,semikorkea,toppaus","""Mukavan pieniä krimppejä sekä kivoja flägejä"""
1,Male,Blackstreak Boys,7B,16,Yes,Etelä-Savo,,,,Yes,"61.688727,27.272146",61.688727,27.272146,https://27crags.com/crags/hyttysjontka/routes/blackstreak-boys,,,pysty (wall),krimppi (crimp),"dyno (dyno),psyykkinen vahvuus  (mental strength),sormivoima (finger strength),tekniikka (technique)","dyno,korkea,selkeä","""2 peräkkäistä dynoa"""
1,Male,Fiilistelyn kulminaatio,7B,16,Yes,Päijät-Häme,Lahti,Sysmä,Ukkokivi,No,"61.439875,25.710722",61.439875,25.710722,https://27crags.com/crags/ukkokivi/routes/fiilistelyn-kuliminaatio,https://vimeo.com/133020771,,"hänkki (overhang),kantti (arête)","kahva (jug),krimppi (crimp),reuna/kantti (edge/ledge)","huukkaus (hook),psyykkinen vahvuus  (mental strength),sormivoima (finger strength),tekniikka (technique)","herkkä,korkea,selkeä","""Täydellisesti haljennut kiven korkein seinä. Kaikkein selkein linja, jossa riittävästi muuveja"""
1,Male,Hammaspeikko assis,7B,16,Yes,Pirkanmaa,Tampere,Hämeenkyrö,Hammaspeikko,No,"61.521672,23.382158",61.521672,23.382158,https://27crags.com/crags/hammaspeikko/routes/hammaspeikko-28879,https://www.youtube.com/watch?v=nOsEKD0JCvM,,"kantti (arête),katto (roof),pysty (wall)","krimppi (crimp),reuna/kantti (edge/ledge)","kestävyys (endurance),tekniikka (technique)","kaunis,monipuolinen,yllättävä","""Alusta loppuun tasainen vaikeudeltaan. Hyviä ""pehmeitä"" otteita."""
1,Male,Live like Makkonen,7B,16,Yes,Päijät-Häme,,,,Yes,"60.982675,25.661210",60.982675,25.66121,https://27crags.com/crags/lantinen/routes/live-like-makkonen,https://www.youtube.com/watch?v=9L_9L_FaY6Y&t=16m49s,,pysty (wall),krimppi (crimp),"liikkuvuus (mobility),sormivoima (finger strength),tasapaino (balance),tekniikka (technique)","charmikas,legendaarinen ja asentohomma",
1,Male,Sithin Kosto,7B,16,Yes,Etelä-Savo,Savonlinna,Savonlinna,Korpi,No,"61.856602,28.608601",61.856602,28.608601,https://27crags.com/crags/korpi/routes/sithin-kosto,https://vimeo.com/15670588,,hänkki (overhang),krimppi (crimp),"keskivartalo (core),sormivoima (finger strength),voima (power)","hänkki,krimppaava,voimallinen",
1,Male,Veenus,7B,16,Yes,Pohjanmaa,Vaasa,Vaasa,Hautuumaa,No,"63.068024,21.738032",63.068024,21.738032,https://27crags.com/crags/hautuumaa/routes/veenus,https://vimeo.com/70270370,,pysty (wall),krimppi (crimp),"liikkuvuus (mobility),tekniikka (technique)","tekninen,tyylikäs,vaihteleva",
1,Male,"Vuoden släbi ""two pitches""",7B,16,Yes,Pohjois-Savo,Kuopio,Kuopio,Viitaniemi,No,"62.904301,27.502100",62.904301,27.5021,https://27crags.com/crags/viitaniemi/routes/vuoden-slabi-two-pitches,https://vimeo.com/49607462#t=30s,,släbi (slab),"gastoni (gaston),krimppi (crimp),slouppi (sloper)","liikkuvuus (mobility),mantteli (mantel),psyykkinen vahvuus  (mental strength),sormivoima (finger strength),tasapaino (balance),tekniikka (technique)","hard,high,technic",
1,Male,Ylityö,7B,16,Yes,Pohjanmaa,Vaasa,Vaasa,Itäinen Runsori,No,"63.059121,21.775114",63.059121,21.775114,https://27crags.com/crags/itainen-runsori/routes/ylityo,https://vimeo.com/74019157,,"hänkki (overhang),pysty (wall)","kahva (jug),krimppi (crimp),pinchi (pinch),poketti (pocket)","dyno (dyno),huukkaus (hook),psyykkinen vahvuus  (mental strength),tekniikka (technique),voima (power)","erinomainen,loistava,täydellinen",
1,Male,Analstacia,7A+,15,Yes,Uusimaa,Helsinki,Vihti,Rokokallio,No,"60.484207,24.476166",60.484207,24.476166,https://27crags.com/crags/rokokallio/routes/analstacia,https://www.youtube.com/watch?v=w7MLCVyLTbk,,hänkki (overhang),"krimppi (crimp),reuna/kantti (edge/ledge),slouppi (sloper)","dyno (dyno),huukkaus (hook),mantteli (mantel),psyykkinen vahvuus  (mental strength),sormivoima (finger strength),voima (power)","hänkki,laadukas,monipuolinen","""Hyvä kivenlaatu, monipuoliset muuvit, tarjoaa hyvän läpileikkauksen eri tekniikoista ja korkeuttakin on senverran että henkinen puoli testataan myös!"""
1,Female,Heureka,7A+,15,Yes,Kanta-Häme,Hämeenlinna,Hämeenlinna,Kiekkukivi,No,"61.092199,23.978477",61.092199,23.978477,https://27crags.com/crags/kiekkukivi/routes/heureka-145886,,,pysty (wall),krimppi (crimp),"keskivartalo (core),liikkuvuus (mobility),psyykkinen vahvuus  (mental strength),sormivoima (finger strength),tasapaino (balance),tekniikka (technique)","hankala,ongelmallinen,yllättävä","""Tarvittava herkkyys ja voimien mitouttaminen yllätti."""
1,Male,Huhu,7A+,15,Yes,Keski-Suomi,Jyväskylä,Muurame,Muurame,No,"62.111321,25.712383",62.111321,25.712383,https://27crags.com/crags/muurame/routes/huhu,https://vimeo.com/98915641,,hänkki (overhang),"krimppi (crimp),reuna/kantti (edge/ledge)","huukkaus (hook),keskivartalo (core),kompressio (compression),sormivoima (finger strength),voima (power)","jyrkkä,kompakti,voimallinen",
1,Male,Ilmahässäkkä,7A+,15,Yes,Keski-Suomi,Jyväskylä,Jyväskylä,Sarvivuori,No,"62.184973,25.741690",62.184973,25.74169,https://27crags.com/crags/sarvivuori/routes/ilmahassakka,https://vimeo.com/66669681,,"hänkki (overhang),pysty (wall)","kahva (jug),slouppi (sloper)","dyno (dyno),psyykkinen vahvuus  (mental strength),tekniikka (technique)","dyno,kahvoja,swingi","""Hyvistä otteista pitkä vaikeahko dyno ja mahdollisuus yhden käden swingiin"""
1,Male,Isak,7A+,15,Yes,Pohjois-Pohjanmaa,Raahe,Siikajoki,Luohua,No,"64.502098,25.227200",64.502098,25.2272,https://27crags.com/crags/luohua/routes/isak,https://vimeo.com/182143508,,"hänkki (overhang),kantti (arête)","pinchi (pinch),slouppi (sloper)","huukkaus (hook),keskivartalo (core),liikkuvuus (mobility)","huukkailava,manttelihtava,rypistettävä","""Erilaisia huukkeja ja erikoinen manttelihtava toppaus varpaan päälle vetäen liukkaasta sloupperista pinchiin"""
1,Male,Lippatraverse,7A+,15,Yes,Päijät-Häme,Lahti,Nastola,E75,No,"61.054485,25.859950",61.054485,25.85995,https://27crags.com/crags/e75/routes/lippatraverse,https://vimeo.com/95647109,,kantti (arête),slouppi (sloper),"huukkaus (hook),mantteli (mantel),voima (power)","kitkaa vaativa,mukavaotteinen,tasainen",
1,Male,Sittis ss,7A+,15,Yes,Uusimaa,Helsinki,Vantaa,Mellunmäki boulders,No,"60.239735,25.124441",60.239735,25.124441,https://27crags.com/crags/mellunmaki-boulders/routes/sittis-ss,https://www.youtube.com/watch?v=uzEx9bT6czg,,"kantti (arête),pysty (wall)","krimppi (crimp),slouppi (sloper)","keskivartalo (core),kompressio (compression),pituus / morpho,tasapaino (balance),tekniikka (technique)","hienot liikkeet,monipuolinen,tekninen",
1,Male,Tampereen Pyrintö,7A+,15,Yes,Pirkanmaa,Tampere,Nokia,Tampereen hienoin kivi,No,"61.503895,23.212459",61.503895,23.212459,https://27crags.com/crags/tampereen-hienoin-kivi/routes/tampereen-pyrinto,https://www.youtube.com/watch?v=fp8z-AUfCQc&t=20s,,hänkki (overhang),"reuna/kantti (edge/ledge),slouppi (sloper)","dyno (dyno),huukkaus (hook),voima (power)","dynaaminen,haastava,kuumottava",
1,Male,The Three Pygmyteers,7A+,15,Yes,Uusimaa,Helsinki,Helsinki,Meilahti,No,"60.187723,24.893850",60.187723,24.89385,https://27crags.com/crags/meilahti/routes/the-three-pygmyteers,https://vimeo.com/136005756,,pysty (wall),reuna/kantti (edge/ledge),"kompressio (compression),tasapaino (balance),voima (power)","herkän,voimallinen komperssio","""Reitin otteet ovat hyvät ja erityisen mukavat."""
1,Male,Elekantti,7A,14,Yes,Varsinais-Suomi,Turku,Raisio,Raisio,No,"60.509822,22.160110",60.509822,22.16011,https://27crags.com/crags/raisio/routes/elekantti,https://www.youtube.com/watch?v=Ehz8YPsFeuc,,hänkki (overhang),reuna/kantti (edge/ledge),"kompressio (compression),voima (power)","hänkki,jatkuva,korkea","""Selkeä linja, tasaiset muuvit"""
1,Male,Even Angel Will Fall,7A,14,Yes,Pohjois-Savo,Sisä-Savo,Suonenjoki,Vuorisenpuro,No,"62.711708,27.346773",62.711708,27.346773,https://27crags.com/crags/vuorisenlahti/routes/even-angel-will-fall,https://vimeo.com/128850471,,pysty (wall),"krimppi (crimp),pinchi (pinch),reuna/kantti (edge/ledge),underi (undercling)","huukkaus (hook),keskivartalo (core),kompressio (compression),psyykkinen vahvuus  (mental strength),sormivoima (finger strength),tekniikka (technique),voima (power)","jylhä,kunnioitustaherättävä,upea",
1,Male,George,7A,14,Yes,Pirkanmaa,Tampere,Nokia,Karhun lenkki,No,"61.528741,23.500234",61.528741,23.500234,https://27crags.com/crags/k-lenkki/routes/george-155706,,,"kantti (arête),släbi (slab)","krimppi (crimp),reuna/kantti (edge/ledge)","keskivartalo (core),tasapaino (balance),tekniikka (technique)","hauska,monipuolinen,tekninen","""Mielenkiintoisia kikkamuuveja alusta loppuun"""
1,Female,Hammertime,7A,14,Yes,Pirkanmaa,Lounais-Pirkanmaa,Sastamala,Kellarikivi,No,"61.321080,22.919884",61.32108,22.919884,https://27crags.com/crags/kellarikivi/routes/hammertime-205401,https://www.youtube.com/watch?v=i1daG78Y4TE,,"korkea,pysty (wall)",hyvää otetta.,"keskivartalo (core),liikkuvuus (mobility),psyykkinen vahvuus  (mental strength)","kiipeilyllinen,korkea,sulava","""Kiipeilylliset pitkät muuvit, mutta hyvät otteet. Korkeus pelottaa topatessa (tai topista pakittaessa)'"""
1,Male,Haukkis-traverse,7A,14,Yes,Varsinais-Suomi,Turku,Turku,Kärsämäki,No,"60.493720,22.285883",60.49372,22.285883,https://27crags.com/crags/karsamaki/routes/haukkis-traverse,,,"hänkki (overhang),pysty (wall)","pinchi (pinch),slouppi (sloper)","keskivartalo (core),kestävyys (endurance),tekniikka (technique)","hauska,läpsyttelyä,pitkä","""Helppo treenata kestävyyttä, mukavalla paikalla."""
1,Male,Highlight assis,7A,14,Yes,Lappi,Rovaniemi,Rovaniemi,Toramo,No,"66.469111,25.855409",66.469111,25.855409,https://27crags.com/crags/toramo/routes/highlight-assis,,,pysty (wall),"krimppi (crimp),reuna/kantti (edge/ledge),slouppi (sloper)","huukkaus (hook),keskivartalo (core),kestävyys (endurance),sormivoima (finger strength),tasapaino (balance)","herkkä,loppukliimaksinen,pitkä",
1,Female,Humpuukitalous,7A,14,Yes,Pohjois-Pohjanmaa,Raahe,Siikajoki,Luohua,No,"64.502098,25.227200",64.502098,25.2272,https://27crags.com/crags/luohua/routes/humpuukitalous,https://vimeo.com/33539803#t=13m22s,,"hänkki (overhang),kantti (arête)",reuna/kantti (edge/ledge),"keskivartalo (core),kestävyys (endurance),sormivoima (finger strength),tekniikka (technique),voima (power)","atleettinen,voimallinen,väsyttävä","""Vaatii voimaa käsistä ja keskivartalosta, on hyvin selkeä linja, tekniikkaa voi käyttää monipuolisesti hyväksi."""
1,Male,Kasvihuoneilmiö,7A,14,Yes,Varsinais-Suomi,Turku,Turku,Luolavuori,No,"60.430259,22.284926",60.430259,22.284926,https://27crags.com/crags/luolavuori-433/routes/kasvihuoneilmio,https://vimeo.com/40442515#t=1m7s,,pysty (wall),slouppi (sloper),"liikkuvuus (mobility),tasapaino (balance),tekniikka (technique)","alueelleen tyypillinen,herkkä,tekninen","""Luolavuoren traverse-reittien ehdoton kruununjalokivi. Alueen klassikko"""
1,Male,Le' slouper,7A,14,Yes,Uusimaa,Helsinki,Espoo,Lystinmäki boulders,No,"60.177204,24.742992",60.177204,24.742992,https://27crags.com/crags/lystinmaki-boulders/routes/le-slouper,,,pysty (wall),slouppi (sloper),"liikkuvuus (mobility),mantteli (mantel),tasapaino (balance)","lyhyt,mukava","""sormiystävällinen"""
1,Male,Livin' acro,7A,14,Yes,Uusimaa,Helsinki,Hyvinkää,Piilolampi,No,"60.631684,24.740303",60.631684,24.740303,https://27crags.com/crags/piilolampi-hyvinkaa/routes/livin-acro,https://www.youtube.com/watch?v=nqzHVS8H1Nw,,pysty (wall),"reuna/kantti (edge/ledge),slouppi (sloper)","mantteli (mantel),tasapaino (balance),tekniikka (technique)","pähkinä,sensitiivinen,yllättävä",
1,Male,Maitomies,7A,14,Yes,Lappi,Rovaniemi,Rovaniemi,Hiidenkirnut,No,"66.403043,25.450344",66.403043,25.450344,https://27crags.com/crags/hiidenkirnut/routes/maitomies,,,pysty (wall),reuna/kantti (edge/ledge),tasapaino (balance),"herkkä,klassikko,vaikea",
1,Male,Muistipeli,7A,14,Yes,Pirkanmaa,Tampere,Nokia,Tampereen hienoin kivi,No,"61.503895,23.212459",61.503895,23.212459,https://27crags.com/crags/tampereen-hienoin-kivi/routes/muistipeli,,,"katto (roof),poikkari","kahva (jug),krimppi (crimp),pinchi (pinch),slouppi (sloper)","huukkaus (hook),keskivartalo (core),kestävyys (endurance),sormivoima (finger strength),tekniikka (technique),voima (power)","erilainen,kolmiulotteinen,pitkä",
1,Male,Pot smoker,7A,14,Yes,Uusimaa,,,,Yes,"60.169856,24.938379",60.169856,24.938379,https://27crags.com/crags/myllis/routes/pot-smoker,https://vimeo.com/45508613,,hänkki (overhang),kahva (jug),"keskivartalo (core),voima (power)","hänkki,sisäkiipeilyllinen,voimallinen",
1,Male,Teräsmies,7A,14,Yes,Uusimaa,Helsinki,Vantaa,Mellunmäki boulders,No,"60.239324,25.123883",60.239324,25.123883,https://27crags.com/crags/mellunmaki-boulders/routes/terasmies,https://vimeo.com/28849809,,"pysty (wall),släbi (slab)","krimppi (crimp),reuna/kantti (edge/ledge),slouppi (sloper)","huukkaus (hook),keskivartalo (core),liikkuvuus (mobility),tasapaino (balance)","kaunis,tarkka,upea",
1,Female,Vanhuuteen ja Takaisin,7A,14,Yes,Pohjanmaa,Pietarsaaren seutukunta,Luoto,Västerby,No,"63.827433,22.703574",63.827433,22.703574,https://27crags.com/crags/bjoholmen/routes/vanhuuteen-ja-takaisin,,,pysty (wall),"krimppi (crimp),reuna/kantti (edge/ledge)","huukkaus (hook),kestävyys (endurance),sormivoima (finger strength),tasapaino (balance),tekniikka (technique)","hieno,huukkailtava,tekninen","""Monipuolinen monen muuvin reitti, saa huukkailla, paljon otteita, kuitenkaan ei voi ihan räpeltämällä päästä toppiin."""
1,Male,World of Rivers,7A,14,Yes,Pohjois-Savo,Koillis-Savo,Nilsiä,Haluna,No,"63.098778,28.020850",63.098778,28.02085,https://27crags.com/crags/haluna/routes/world-of-rivers,,,pysty (wall),krimppi (crimp),"keskivartalo (core),oikeat kengät,sormivoima (finger strength),tekniikka (technique)","jalkaoteeton,kitka,smear","""Jalat on todella huonot"""
1,Male,Dynamo,6C+,13,Yes,Uusimaa,Helsinki,Espoo,Haukilahti,No,"60.160404,24.764034",60.160404,24.764034,https://27crags.com/crags/haukilahti/routes/dynamo-9563,https://vimeo.com/157097975#t=4m20s,,"hänkki (overhang),pysty (wall)","kahva (jug),krimppi (crimp)","dyno (dyno),voima (power)","dynaaminen,klassikko,lyhyt","""Se pitää kiivetä joka kevät"""
1,Male,Gordon Gekko,6C+,13,Yes,Uusimaa,Porvoo,Porvoo,El Gordon,No,"60.311624,25.445297",60.311624,25.445297,https://27crags.com/crags/el-gordon/routes/gordon-gekko,https://www.youtube.com/watch?v=X5WauFqm1ns,,hänkki (overhang),kräkki,"keskivartalo (core),tekniikka (technique),voima (power)","halkeama,hänkki,laatu","""Harvinaisen hieno halkeama boulderi, joka on mahdollista kiivetä jammailemalla trädityyliin tai ilman jammeja."""
1,Male,Martikainen,6C+,13,Yes,Ahvenanmaan maalaiskunta,Geta,,Djupviksgrottorna,No,"60.401355,19.831726",60.401355,19.831726,https://27crags.com/crags/grottan/routes/martikainen,https://vimeo.com/43574383#t=8m55s,,"hänkki (overhang),kantti (arête)","kahva (jug),krimppi (crimp),reuna/kantti (edge/ledge),slouppi (sloper)","dyno (dyno),huukkaus (hook),sormivoima (finger strength),voima (power)","dynaaminen,klassinen,nätti",
1,Male,Peilipeli,6C+,13,Yes,Uusimaa,Helsinki,Vantaa,Mellunmäki boulders,No,"60.239735,25.124441",60.239735,25.124441,https://27crags.com/crags/mellunmaki-boulders/routes/peilipeli,https://vimeo.com/28893393,,"hänkki (overhang),släbi (slab)","krimppi (crimp),underi (undercling)","psyykkinen vahvuus  (mental strength),sormivoima (finger strength),tasapaino (balance),tekniikka (technique),voima (power)","herkkä,raskas,vaikea","""Uniikit muuvit hienoil otteil"""
1,Male,Royal Tawastbaum,6C+,13,Yes,Uusimaa,Loviisa,Loviisa,Peltosaari,No,"60.485333,25.891991",60.485333,25.891991,https://27crags.com/crags/peltosaari/routes/royal-tawastbaum,https://vimeo.com/239307639,,"pysty (wall),släbi (slab)","krimppi (crimp),reuna/kantti (edge/ledge)","liikkuvuus (mobility),tasapaino (balance),tekniikka (technique)","tarkka,tekninen,terävä",
1,Male,Bitch slap and male pinch,6C,12,Yes,Pohjanmaa,Vaasa,Mustasaari,Itäinen Runsori,No,"63.042414,21.798677",63.042414,21.798677,https://27crags.com/crags/itainen-runsori/routes/bitch-slap-and-a-male-pinch,https://vimeo.com/106694182#t=1m44s,,pysty (wall),"kahva (jug),krimppi (crimp),pinchi (pinch),slouppi (sloper)","psyykkinen vahvuus  (mental strength),sormivoima (finger strength),voima (power)","korkea,kuumottava,miehekäs",
1,Male,Hallonpingvin,6C,12,Yes,Ahvenanmaan maalaiskunta,Geta,,Djupviksgrottorna,No,"60.399831,19.830601",60.399831,19.830601,https://27crags.com/crags/grottan/routes/nameless-problem-2-373,https://www.youtube.com/watch?v=PW17ZrZOVLQ,,pysty (wall),krimppi (crimp),"sormivoima (finger strength),tekniikka (technique)","krimpikäs,tekninen,tyydyttävä","""Hienolla sijainnilla oleva, sopivasti haastava ja teknisesti hieno."""
1,Male,Hammas RIP,6C,12,Yes,Ahvenanmaan maalaiskunta,Geta,,Djupviksgrottorna,No,"60.399831,19.830601",60.399831,19.830601,https://27crags.com/crags/grottan/routes/hammas-rip,https://www.youtube.com/watch?v=21XzJaHmyT8,,hänkki (overhang),"kahva (jug),krimppi (crimp)","huukkaus (hook),sormivoima (finger strength),voima (power)","esteettinen,selkeälinjainen,voimakas",
1,Male,King's goodbye,6C,12,Yes,Uusimaa,Raasepori,Raasepori,Jussarö,No,"59.820316,23.575201",59.820316,23.575201,https://27crags.com/crags/jussaro/routes/king-s-goodbye,,,släbi (slab),"krimppi (crimp),reuna/kantti (edge/ledge)","liikkuvuus (mobility),tasapaino (balance),tekniikka (technique)","esteettinen,herkkä,upea",
1,Male,Käärmeen käyrä,6C,12,Yes,Uusimaa,Helsinki,Kirkkonummi,Jolkby,No,"60.134678,24.471638",60.134678,24.471638,https://27crags.com/crags/jolkby-kirkkonummi/routes/kaarmeen-kayra,,,"hänkki (overhang),pysty (wall)","krimppi (crimp),reuna/kantti (edge/ledge),slouppi (sloper)","huukkaus (hook),keskivartalo (core),kompressio (compression),tekniikka (technique)",",ilmeinen,linja",
1,Male,Taivaanvartijat,6C,12,Yes,Uusimaa,Helsinki,Helsinki,Taivaskallio,No,"60.218591,24.954216",60.218591,24.954216,https://27crags.com/crags/taivaskallio/routes/taivaanvartijat,,,katto (roof),"krimppi (crimp),slouppi (sloper)","huukkaus (hook),keskivartalo (core),tekniikka (technique),voima (power)","palkitseva,tekninen,yllättävä",
